,Al,Co,Cr,Cu,Fe,Mg,Mn,Ni,Si,Ti,V,Zn,Processing,Miedema_dH_inter,Miedema_dH_amor,Miedema_dH_ss_min,Yang delta,Yang omega,APE mean,Radii local mismatch,Radii gamma,Configuration entropy,Lambda entropy,Electronegativity delta,Electronegativity local mismatch,VEC mean,Mixing enthalpy,Mean cohesive energy,Shear modulus mean,Shear modulus delta,Shear modulus local mismatch,Shear modulus strength model,mean atomic_mass,std_dev atomic_mass,mean atomic_radius,std_dev atomic_radius,mean mendeleev_no,std_dev mendeleev_no,mean electrical_resistivity,std_dev electrical_resistivity,mean thermal_conductivity,std_dev thermal_conductivity,mean melting_point,std_dev melting_point,mean bulk_modulus,std_dev bulk_modulus,mean coefficient_of_linear_thermal_expansion,std_dev coefficient_of_linear_thermal_expansion,YS,UTS,Elongation,Density
732,95.92013222,0,0.02684704,1.955098052,0.174976835,0.574342725,0.406549594,0,0.844954915,0.043744348,0,0.053354268,Solutionised  + Artificially peak aged,-0.006183759,0.029711082,0.000592511,0.027696011,1.533170781,0.026140676,0.715194596,1.247969621,-0.001911834,-2.492388427,0.021036571,0.015717182,12.86667811,1.187917443,3.391022257,27.34501572,0.185838408,0.839960711,-0.010161221,27.89088227,19.80225228,1.253155058,0.105658864,79.7100852,7.473492601,8.48E-06,0.000324772,235.6896632,106.996713,952.6352196,381.9020031,77.65359102,37.79944901,2.27E-05,8.65E-06,390,431,4.5,2.798294453
734,93.38366174,0,0.124808221,0.710424484,0.12631119,2.902221336,0.077037874,0,0.200925007,0.058945374,0,2.415664771,Solutionised  + Artificially peak aged,-0.013917385,0.02114363,-0.007239782,0.026914501,4.844541409,0.021190435,0.766514635,1.247378927,-0.002751082,-3.797789864,0.032258883,0.027984712,12.61942062,0.53129422,3.291869554,26.96388521,0.180899271,0.885821123,-0.009659662,28.19564286,19.19552663,1.260660897,0.130239898,79.56822399,5.657062003,2.04E-06,0.000125917,230.3743957,79.08292753,935.5869871,245.0414905,75.73577481,25.32153644,2.27E-05,8.60E-06,424,506.5,6,2.799795745
735,94.6951369,0,0.101042771,0,0,3.265191729,0.120798198,0,0,0,0,1.817830402,Solutionised  + Artificially peak aged,-0.00577011,0.028225625,-0.002089022,0.024148243,6.300480404,0.019608861,0.639836968,1.134430688,-0.002089155,-3.582610025,0.032295899,0.026110653,12.60832976,0.308613545,3.291680312,26.63249547,0.150354646,0.630768889,-0.006753183,27.65173708,16.63818586,1.260313571,0.14580869,79.65132387,5.230101243,3.00E-08,1.55E-07,230.0436774,68.77804018,930.7178205,172.5707692,75.01674816,19.94613094,2.27E-05,9.06E-06,395,456,11,2.73526687
736,94.6951369,0,0.101042771,0,0,3.265191729,0.120798198,0,0,0,0,1.817830402,Solutionised  + Artificially peak aged,-0.00577011,0.028225625,-0.002089022,0.024148243,6.300480404,0.019608861,0.639836968,1.134430688,-0.002089155,-3.582610025,0.032295899,0.026110653,12.60832976,0.308613545,3.291680312,26.63249547,0.150354646,0.630768889,-0.006753183,27.65173708,16.63818586,1.260313571,0.14580869,79.65132387,5.230101243,3.00E-08,1.55E-07,230.0436774,68.77804018,930.7178205,172.5707692,75.01674816,19.94613094,2.27E-05,9.06E-06,395,456,11,2.73526687
737,98.10061266,0,0.103942514,0.106312855,0,1.111829941,0,0,0.577302025,0,0,0,Solutionised  + Artificially peak aged,0.0029834,0.037244071,0.004880053,0.022344186,1.549547212,0.023558335,0.413840886,1.247600941,-0.000939577,-1.881929959,0.021255734,0.011839595,12.87406943,0.569641494,3.377100448,26.67660905,0.122859694,0.28979571,-0.003760807,27.0230269,7.586968854,1.25217585,0.15097938,79.91862506,5.891271234,5.80E-06,0.000391384,233.7042775,63.73086423,939.4505026,367.1240204,75.94923761,26.18815267,2.28E-05,1.18E-05,275.79028,310.264065,12,2.688747628
738,98.08752448,0,0.103960487,0.119090987,0,1.112022194,0,0,0.57740185,0,0,0,Solutionised  + Artificially peak aged,0.002875733,0.037141771,0.004797121,0.022378717,1.56008244,0.023567241,0.415795996,1.247602299,-0.000946892,-1.890732929,0.021268447,0.011872996,12.87379277,0.570233073,3.377111012,26.67898903,0.123107044,0.292180474,-0.003783755,27.02769938,7.854415148,1.252188979,0.150585726,79.9175906,5.889738193,5.80E-06,0.000390085,233.7251095,64.25123787,939.5056661,366.7129464,75.95739491,26.3656646,2.28E-05,1.17E-05,275,310,12,2.689308895
739,98.07319012,0,0,0,0,0.667934358,0.295499131,0,0.963376391,0,0,0,Solutionised  + Artificially peak aged,-0.000226244,0.03444704,0.002120477,0.024468356,0.895327382,0.024889495,0.447833137,1.247745259,-0.000951716,-1.589636202,0.018970537,0.01046885,12.91843109,1.001742186,3.387999858,26.80247993,0.115323752,0.33296512,-0.00405111,27.05690758,7.884468746,1.250668019,0.135715815,79.94231363,6.778327946,9.66E-06,0.000500937,233.0088064,82.01736447,942.389629,410.4309899,76.15417025,21.55547575,2.28E-05,1.20E-05,296.474551,337.843093,13,2.695251459
740,97.78252202,0,0.101794801,0.11746439,0.170116111,1.116775953,0.037055233,0,0.579870211,0.042529135,0,0.051872147,Solutionised  + Artificially peak aged,0.005400363,0.039946019,0.008127716,0.022938993,1.500963391,0.023742132,0.447911635,1.247623607,-0.001146717,-2.179251868,0.022608406,0.013441467,12.85840249,0.719296339,3.377937737,26.79948356,0.152769798,0.412458627,-0.005878975,27.11473901,10.6276597,1.252618725,0.144918004,79.8638675,7.435441898,5.83E-06,0.000363229,233.2217007,74.10143373,941.5032529,398.000441,76.14121268,31.11638684,2.28E-05,1.12E-05,261,297,12.2,2.699513449
741,96.67569949,0,0,0.385631779,0,1.23229755,0.446054406,0,1.260316777,0,0,0,Solutionised  + Artificially peak aged,-0.001510174,0.033789641,0.003048066,0.029912458,1.060952096,0.024982399,0.711834762,1.247785216,-0.001559373,-1.742792617,0.024520225,0.017360049,12.84257433,1.392013681,3.380749907,26.93607567,0.146405096,0.565407832,-0.006699995,27.22817443,11.5558946,1.252244983,0.135135011,79.85669365,6.711401656,1.26E-05,0.000437418,232.6273613,86.79936027,947.0858832,376.0248164,76.36353202,25.83291161,2.26E-05,1.11E-05,358.527364,393.001149,12,2.708654107
744,96.20849935,0,0,1.924410571,0,0.57175195,0.404715709,0,0.890622423,0,0,0,Solutionised  + Artificially peak aged,-0.012645484,0.023072776,-0.006349964,0.027599188,1.502760639,0.026021995,0.693836655,1.247954548,-0.001721691,-2.260282467,0.019695794,0.014260548,12.88324234,1.089153292,3.39031702,27.21311533,0.157373917,0.711293519,-0.007911583,27.79286217,19.56484707,1.252624931,0.106259927,79.76961246,6.68294349,8.94E-06,0.00034561,236.069919,105.867666,950.6562467,360.7083859,77.4462036,35.89192749,2.27E-05,8.78E-06,413.68542,482.63299,13,2.786286365
745,95.92013222,0,0.02684704,1.955098052,0.174976835,0.574342725,0.406549594,0,0.844954915,0.043744348,0,0.053354268,Solutionised  + Artificially peak aged,-0.006183759,0.029711082,0.000592511,0.027696011,1.533170781,0.026140676,0.715194596,1.247969621,-0.001911834,-2.492388427,0.021036571,0.015717182,12.86667811,1.187917443,3.391022257,27.34501572,0.185838408,0.839960711,-0.010161221,27.89088227,19.80225228,1.253155058,0.105658864,79.7100852,7.473492601,8.48E-06,0.000324772,235.6896632,106.996713,952.6352196,381.9020031,77.65359102,37.79944901,2.27E-05,8.65E-06,379,438,4,2.798294453
746,93.94212597,0,0.106669467,0.261844787,0,3.765296793,0.100957292,0,0,0,0,1.823105688,Solutionised  + Artificially peak aged,-0.007265065,0.026708181,-0.003070562,0.026422021,6.43810417,0.019138412,0.76604099,1.15522685,-0.002369677,-3.394354127,0.034726059,0.030210304,12.54882466,0.342937954,3.282565593,26.6306035,0.15631654,0.716669899,-0.007502595,27.73198297,16.52041623,1.261809646,0.146064595,79.59783165,5.18447241,2.97E-08,1.33E-07,230.1317142,70.41486922,931.7177091,174.7255348,75.02497405,22.01644173,2.26E-05,9.07E-06,468.843476,537.791046,14,2.739745745
747,93.57446296,0,0.080171427,0.262398988,0.199055792,3.658924734,0.101170971,0,0.296850796,0,0,1.826964334,Solutionised  + Artificially peak aged,-0.00680541,0.027763049,-0.001319118,0.029235989,3.884331541,0.019940246,0.867185247,1.247253239,-0.002612667,-3.056669549,0.035791482,0.032273911,12.5553348,0.629150038,3.289751012,26.76551028,0.173591634,0.829520088,-0.009195124,27.79067507,16.4124021,1.261361977,0.143290439,79.58815368,5.495394614,3.00E-06,0.000155314,229.6840035,71.54731518,935.3765171,227.3773953,75.29426886,24.39001783,2.26E-05,9.31E-06,470,540,14,2.746426947
748,93.57446296,0,0.080171427,0.262398988,0.199055792,3.658924734,0.101170971,0,0.296850796,0,0,1.826964334,Solutionised  + Artificially peak aged,-0.00680541,0.027763049,-0.001319118,0.029235989,3.884331541,0.019940246,0.867185247,1.247253239,-0.002612667,-3.056669549,0.035791482,0.032273911,12.5553348,0.629150038,3.289751012,26.76551028,0.173591634,0.829520088,-0.009195124,27.79067507,16.4124021,1.261361977,0.143290439,79.58815368,5.495394614,3.00E-06,0.000155314,229.6840035,71.54731518,935.3765171,227.3773953,75.29426886,24.39001783,2.26E-05,9.31E-06,470,540,14,2.746426947
749,94.02007548,0,0.11648532,0.687142929,0.030267069,2.607897342,0.015383369,0,0.050152346,0.017655843,0,2.454940298,Solutionised  + Artificially peak aged,-0.010371008,0.02409582,-0.00536679,0.024084624,8.726219349,0.021190099,0.642785886,1.247368069,-0.002455221,-4.232634919,0.029809519,0.024113003,12.66316102,0.262387663,3.293481655,26.87477762,0.158419258,0.747133238,-0.007606902,28.15277426,19.90293448,1.259856289,0.128667254,79.62604651,5.044572087,5.30E-07,6.61E-05,231.0283358,77.71367213,932.5647487,213.3857986,75.63513291,23.92366217,2.28E-05,8.31E-06,486.5,559,9.75,2.79835665
750,93.86785262,0,0.124382848,0.708003159,0,2.892329816,0,0,0,0,0,2.407431556,Solutionised  + Artificially peak aged,-0.009246415,0.025018259,-0.004542594,0.024542898,10.95946114,0.020696359,0.675661675,1.155323054,-0.002452344,-4.071268647,0.030957259,0.025587357,12.6349027,0.208532212,3.288103793,26.82132995,0.156608303,0.745755164,-0.007493585,28.11922933,19.5130311,1.260532828,0.131691867,79.61599155,4.853674315,2.83E-08,1.98E-08,231.0550347,76.26892173,931.9248512,198.0173653,75.51653576,23.74555494,2.28E-05,8.38E-06,505,570,11,2.791942768
751,93.82783079,0,0.162295457,0.708251727,0,2.893345263,0,0,0,0,0,2.408276763,Solutionised  + Artificially peak aged,-0.009099818,0.025158312,-0.004409092,0.024597923,10.41787365,0.020723115,0.67997033,1.155324727,-0.002473448,-4.087953497,0.031039038,0.025764677,12.63212293,0.221372828,3.288336631,26.85553465,0.169446725,0.779744303,-0.008275967,28.12910401,19.50117348,1.260593352,0.131531279,79.6071462,5.005458182,2.84E-08,2.05E-08,231.0002444,76.43414514,932.3963377,209.6808063,75.54817368,24.15237215,2.28E-05,8.42E-06,503.317261,572.264831,11,2.79320692
752,93.38366174,0,0.124808221,0.710424484,0.12631119,2.902221336,0.077037874,0,0.200925007,0.058945374,0,2.415664771,Solutionised  + Artificially peak aged,-0.013917385,0.02114363,-0.007239782,0.026914501,4.844541409,0.021190435,0.766514635,1.247378927,-0.002751082,-3.797789864,0.032258883,0.027984712,12.61942062,0.53129422,3.291869554,26.96388521,0.180899271,0.885821123,-0.009659662,28.19564286,19.19552663,1.260660897,0.130239898,79.56822399,5.657062003,2.04E-06,0.000125917,230.3743957,79.08292753,935.5869871,245.0414905,75.73577481,25.32153644,2.27E-05,8.60E-06,420.5,486.5,6,2.799795745
753,92.90656814,0,0.125052819,0.71181672,0.253117475,2.90790895,0.154377668,0,0.402637529,0.118121841,0,2.420398853,Solutionised  + Artificially peak aged,-0.016970259,0.018703178,-0.008865085,0.029078539,3.293846534,0.021691423,0.856186011,1.247441528,-0.002994322,-3.541223675,0.033486249,0.03034044,12.60441286,0.853854047,3.295799315,27.10666151,0.201720884,1.024472774,-0.011769536,28.27069092,18.91606544,1.260774036,0.128988653,79.52083161,6.272866306,4.06E-06,0.000172138,229.6968624,81.43221513,939.2657411,279.3609601,75.95658222,26.61126984,2.26E-05,8.79E-06,503,572,6,2.807544539
754,92.90656814,0,0.125052819,0.71181672,0.253117475,2.90790895,0.154377668,0,0.402637529,0.118121841,0,2.420398853,Solutionised  + Artificially peak aged,-0.016970259,0.018703178,-0.008865085,0.029078539,3.293846534,0.021691423,0.856186011,1.247441528,-0.002994322,-3.541223675,0.033486249,0.03034044,12.60441286,0.853854047,3.295799315,27.10666151,0.201720884,1.024472774,-0.011769536,28.27069092,18.91606544,1.260774036,0.128988653,79.52083161,6.272866306,4.06E-06,0.000172138,229.6968624,81.43221513,939.2657411,279.3609601,75.95658222,26.61126984,2.26E-05,8.79E-06,503,572,6,2.807544539
755,92.83503283,0,0.163855305,0.893823562,0,3.154845969,0,0,0,0,0,2.95244234,Solutionised  + Artificially peak aged,-0.011080586,0.023295533,-0.005621089,0.025936486,11.3097015,0.020527622,0.75908657,1.155317974,-0.002782978,-4.137019362,0.032455611,0.028537287,12.59409564,0.229304147,3.272516202,26.92483555,0.175245302,0.889922992,-0.009131116,28.39945554,20.05538953,1.261979175,0.128515416,79.55187019,4.889304369,2.86E-08,2.03E-08,230.4823291,77.74980021,931.8655034,207.5520613,75.55453552,24.13645047,2.28E-05,8.26E-06,537.791046,606.738616,10,2.819917693
756,92.75982512,0,0.125563339,0.893403334,0,3.270153943,0,0,0,0,0,2.951054261,Solutionised  + Artificially peak aged,-0.011350014,0.023029114,-0.005798283,0.026263373,11.53602934,0.02033831,0.7754096,1.155307081,-0.002794073,-4.05076205,0.032920327,0.029167317,12.58411539,0.225583436,3.27010462,26.87946318,0.163347084,0.865633401,-0.008434567,28.38610288,19.91858295,1.262208177,0.129526009,79.55269562,4.755528458,2.86E-08,1.95E-08,230.4507496,77.29432738,931.3776707,195.7390281,75.48644117,23.76489189,2.27E-05,8.28E-06,540,605,10,2.816998447
757,92.14813644,0,0.164508093,0.942253717,0,3.519349617,0,0,0,0,0,3.225752134,Solutionised  + Artificially peak aged,-0.011968133,0.022436971,-0.00606263,0.027218623,11.12485899,0.020063784,0.833378095,1.155293366,-0.002979831,-4.022159629,0.034170379,0.031425601,12.55025319,0.249474027,3.260141131,26.9297031,0.178462306,0.956897584,-0.009658618,28.51259731,19.96090666,1.263213146,0.12919844,79.51139815,4.837511897,2.87E-08,2.00E-08,229.9736359,77.35224416,931.3828651,203.0451211,75.45668557,23.90900483,2.27E-05,8.31E-06,627.422887,675.686186,9,2.828100529
758,97.78252202,0,0.101794801,0.11746439,0.170116111,1.116775953,0.037055233,0,0.579870211,0.042529135,0,0.051872147,Solutionised  + Artificially peak aged,0.005400363,0.039946019,0.008127716,0.022938993,1.500963391,0.023742132,0.447911635,1.247623607,-0.001146717,-2.179251868,0.022608406,0.013441467,12.85840249,0.719296339,3.377937737,26.79948356,0.152769798,0.412458627,-0.005878975,27.11473901,10.6276597,1.252618725,0.144918004,79.8638675,7.435441898,5.83E-06,0.000363229,233.2217007,74.10143373,941.5032529,398.000441,76.14121268,31.11638684,2.28E-05,1.12E-05,261,297,12.2,2.699513449
759,93.38366174,0,0.124808221,0.710424484,0.12631119,2.902221336,0.077037874,0,0.200925007,0.058945374,0,2.415664771,Solutionised  + Artificially peak aged,-0.013917385,0.02114363,-0.007239782,0.026914501,4.844541409,0.021190435,0.766514635,1.247378927,-0.002751082,-3.797789864,0.032258883,0.027984712,12.61942062,0.53129422,3.291869554,26.96388521,0.180899271,0.885821123,-0.009659662,28.19564286,19.19552663,1.260660897,0.130239898,79.56822399,5.657062003,2.04E-06,0.000125917,230.3743957,79.08292753,935.5869871,245.0414905,75.73577481,25.32153644,2.27E-05,8.60E-06,445,510,6.5,2.799795745
760,97.78252202,0,0.101794801,0.11746439,0.170116111,1.116775953,0.037055233,0,0.579870211,0.042529135,0,0.051872147,Solutionised  + Artificially peak aged,0.005400363,0.039946019,0.008127716,0.022938993,1.500963391,0.023742132,0.447911635,1.247623607,-0.001146717,-2.179251868,0.022608406,0.013441467,12.85840249,0.719296339,3.377937737,26.79948356,0.152769798,0.412458627,-0.005878975,27.11473901,10.6276597,1.252618725,0.144918004,79.8638675,7.435441898,5.83E-06,0.000363229,233.2217007,74.10143373,941.5032529,398.000441,76.14121268,31.11638684,2.28E-05,1.12E-05,261,297,12.2,2.699513449
761,95.92013222,0,0.02684704,1.955098052,0.174976835,0.574342725,0.406549594,0,0.844954915,0.043744348,0,0.053354268,Solutionised  + Artificially peak aged,-0.006183759,0.029711082,0.000592511,0.027696011,1.533170781,0.026140676,0.715194596,1.247969621,-0.001911834,-2.492388427,0.021036571,0.015717182,12.86667811,1.187917443,3.391022257,27.34501572,0.185838408,0.839960711,-0.010161221,27.89088227,19.80225228,1.253155058,0.105658864,79.7100852,7.473492601,8.48E-06,0.000324772,235.6896632,106.996713,952.6352196,381.9020031,77.65359102,37.79944901,2.27E-05,8.65E-06,379,438,4,2.798294453
762,93.38366174,0,0.124808221,0.710424484,0.12631119,2.902221336,0.077037874,0,0.200925007,0.058945374,0,2.415664771,Solutionised  + Artificially peak aged,-0.013917385,0.02114363,-0.007239782,0.026914501,4.844541409,0.021190435,0.766514635,1.247378927,-0.002751082,-3.797789864,0.032258883,0.027984712,12.61942062,0.53129422,3.291869554,26.96388521,0.180899271,0.885821123,-0.009659662,28.19564286,19.19552663,1.260660897,0.130239898,79.56822399,5.657062003,2.04E-06,0.000125917,230.3743957,79.08292753,935.5869871,245.0414905,75.73577481,25.32153644,2.27E-05,8.60E-06,445,510,6.5,2.799795745
763,97.78252202,0,0.101794801,0.11746439,0.170116111,1.116775953,0.037055233,0,0.579870211,0.042529135,0,0.051872147,Solutionised  + Artificially peak aged,0.005400363,0.039946019,0.008127716,0.022938993,1.500963391,0.023742132,0.447911635,1.247623607,-0.001146717,-2.179251868,0.022608406,0.013441467,12.85840249,0.719296339,3.377937737,26.79948356,0.152769798,0.412458627,-0.005878975,27.11473901,10.6276597,1.252618725,0.144918004,79.8638675,7.435441898,5.83E-06,0.000363229,233.2217007,74.10143373,941.5032529,398.000441,76.14121268,31.11638684,2.28E-05,1.12E-05,261,297,12.2,2.699513449
764,95.92013222,0,0.02684704,1.955098052,0.174976835,0.574342725,0.406549594,0,0.844954915,0.043744348,0,0.053354268,Solutionised  + Artificially peak aged,-0.006183759,0.029711082,0.000592511,0.027696011,1.533170781,0.026140676,0.715194596,1.247969621,-0.001911834,-2.492388427,0.021036571,0.015717182,12.86667811,1.187917443,3.391022257,27.34501572,0.185838408,0.839960711,-0.010161221,27.89088227,19.80225228,1.253155058,0.105658864,79.7100852,7.473492601,8.48E-06,0.000324772,235.6896632,106.996713,952.6352196,381.9020031,77.65359102,37.79944901,2.27E-05,8.65E-06,369,427.5,4.5,2.798294453
765,93.38366174,0,0.124808221,0.710424484,0.12631119,2.902221336,0.077037874,0,0.200925007,0.058945374,0,2.415664771,Solutionised  + Artificially peak aged,-0.013917385,0.02114363,-0.007239782,0.026914501,4.844541409,0.021190435,0.766514635,1.247378927,-0.002751082,-3.797789864,0.032258883,0.027984712,12.61942062,0.53129422,3.291869554,26.96388521,0.180899271,0.885821123,-0.009659662,28.19564286,19.19552663,1.260660897,0.130239898,79.56822399,5.657062003,2.04E-06,0.000125917,230.3743957,79.08292753,935.5869871,245.0414905,75.73577481,25.32153644,2.27E-05,8.60E-06,417,493,5,2.799795745
766,93.6744666,0,0.124638596,0.709458913,0.050455817,2.898276982,0.025644363,0,0.075244454,0.029432618,0,2.412381659,Solutionised  + Artificially peak aged,-0.011768272,0.022863305,-0.006116293,0.025472608,7.160884236,0.020879234,0.710545033,1.247340082,-0.002584733,-3.983536745,0.031487347,0.026548405,12.62819368,0.33690436,3.289585491,26.875965,0.166363122,0.799890808,-0.008326675,28.15027913,19.38447497,1.260599926,0.131091214,79.59571294,5.227232882,7.81E-07,7.88E-05,230.783801,77.46821364,933.37813,219.2512691,75.60231881,24.41454862,2.27E-05,8.47E-06,489.5,562,5.5,2.795098462
781,91.88037681,0,0,1.132760555,0.025779354,3.080094562,0,0,0.051259477,0,0,3.82972924,Solutionised + Artificially over aged,-0.013632235,0.020868846,-0.007747629,0.026599026,14.34955929,0.020835432,0.790824912,1.247351419,-0.003048808,-4.309218671,0.032233849,0.029075925,12.5994613,0.197455057,3.255965656,26.94218586,0.126168588,0.884018221,-0.006940928,28.79296078,21.19578894,1.262624492,0.121952009,79.53824868,4.228029299,5.41E-07,5.78E-05,230.0712693,79.70992263,929.3446868,175.7861496,75.5768897,22.81458504,2.28E-05,7.85E-06,610,649,9,2.862520847
782,91.88037681,0,0,1.132760555,0.025779354,3.080094562,0,0,0.051259477,0,0,3.82972924,Solutionised + Artificially over aged,-0.013632235,0.020868846,-0.007747629,0.026599026,14.34955929,0.020835432,0.790824912,1.247351419,-0.003048808,-4.309218671,0.032233849,0.029075925,12.5994613,0.197455057,3.255965656,26.94218586,0.126168588,0.884018221,-0.006940928,28.79296078,21.19578894,1.262624492,0.121952009,79.53824868,4.228029299,5.41E-07,5.78E-05,230.0712693,79.70992263,929.3446868,175.7861496,75.5768897,22.81458504,2.28E-05,7.85E-06,610,649,9,2.862520847
783,80.90029611,0,0,0.107411342,0.122223318,1.067152127,0.149089277,0,17.49801158,0.114075437,0,0.041740807,Solutionised + Artificially over aged,0.398564381,0.438298103,0.406408486,0.088690442,0.43669361,-0.004130689,4.70894548,1.251415545,-0.004665378,-0.593107153,0.049149629,0.081676897,13.02970464,11.41694597,3.588221262,28.97119567,0.199653931,2.150090771,-0.015587879,27.30224426,3.953635355,1.227148105,0.115283192,80.70381515,4.535235598,0.000175005,0.000677193,218.6844063,63.03920388,1068.661045,516.2969079,80.15421684,18.96414391,1.93E-05,1.40E-05,195,209,1,2.62700603
784,80.58347382,0,0,0.107596305,0.293841088,1.181515005,0.149346009,0,17.52814321,0.114271875,0,0.041812685,Solutionised + Artificially over aged,0.396239906,0.436012867,0.404096711,0.08900054,0.445493087,-0.003957821,4.753868182,1.251426681,-0.004795721,-0.605436597,0.049993989,0.083557404,13.00880646,11.52267725,3.587972135,29.05905961,0.213153258,2.248682688,-0.016997107,27.34925856,4.450268971,1.227647244,0.116274628,80.66458062,4.749868164,0.000175306,0.000672357,218.3062547,63.48064149,1070.385986,515.3865023,80.28760127,20.04917698,1.93E-05,1.40E-05,222,236,1,2.631481723
785,76.81033331,0,0,0.107564496,0.122397591,1.237411692,0.149301857,0,21.41695264,0.114238092,0,0.041800324,Solutionised + Artificially over aged,0.490785702,0.532097361,0.500699884,0.096713449,0.428842777,0.005496387,5.478821638,1.252290908,-0.005182093,-0.554027636,0.052909388,0.094796258,13.05012617,13.27028324,3.633617798,29.47069458,0.208486833,2.474831382,-0.017423915,27.34117426,3.691653867,1.2216963,0.115941174,80.88770902,4.462325116,0.000214194,0.000679964,215.2246472,62.43842344,1098.178955,517.0561539,81.04240314,18.84569255,1.85E-05,1.41E-05,181,181,0.5,2.608781396
786,76.5960753,0,0,0.107762033,0.294293683,1.239684138,0.149576043,0,21.45628383,0.114447885,0,0.041877088,Solutionised + Artificially over aged,0.489168245,0.530510468,0.498984372,0.096832436,0.433846747,0.005844618,5.501678165,1.252320132,-0.005272317,-0.562289251,0.053269712,0.09580422,13.04163459,13.36758478,3.635592664,29.57027922,0.220289565,2.562041755,-0.018616181,27.39138476,4.162811407,1.221901877,0.116162538,80.85672006,4.649652388,0.000214587,0.000677529,214.9222745,62.88164245,1099.987628,517.3715045,81.21302644,19.73521628,1.85E-05,1.40E-05,222,222,0.5,2.614598466
787,95.58149706,0,0.026737805,1.903389465,0.124475076,1.716019673,0.30367197,0,0.247505318,0.043566389,0,0.053137243,Solutionised + Artificially over aged,-0.016651189,0.018763531,-0.010024607,0.026022632,2.600202613,0.023713451,0.724447738,1.247665802,-0.001984701,-2.930844436,0.02656285,0.02047893,12.74487699,0.722639241,3.362133755,27.07229492,0.172572779,0.783172324,-0.009291743,27.79133584,18.53917399,1.256622996,0.127420977,79.63468857,6.971945358,2.51E-06,0.000169684,235.5687157,99.62704694,946.7461268,296.6558858,77.03031084,36.47972519,2.26E-05,8.25E-06,324,420.5,5.405,2.777424415
788,95.57465104,0,0,1.754847868,0,1.720534293,0,0.949966799,0,0,0,0,Solutionised + Artificially over aged,-0.022897757,0.011851657,-0.016357091,0.024877837,1.798080565,0.023500678,0.716024444,1.155524845,-0.001898391,-3.067329234,0.033893233,0.026318157,12.74714581,1.001185774,3.369383549,27.21689798,0.199266644,0.925511384,-0.012105766,27.8783912,19.40650548,1.257006139,0.122897515,79.61567937,6.31509254,2.75E-08,1.73E-08,235.2371524,94.79324904,948.2834549,322.667085,77.57770464,46.87840439,2.26E-05,7.83E-06,255.106009,330.948336,11,2.791827918
790,94.02205073,0,0.102931267,0.678215484,0.040352475,2.596072884,0.030763981,0,0.020059141,0.011769507,0,2.497784534,Solutionised + Artificially over aged,-0.010312301,0.024080007,-0.005509854,0.023733804,9.498641381,0.021158896,0.631930002,1.24736352,-0.002446528,-4.343256871,0.029695849,0.023925683,12.66396304,0.240089872,3.292283351,26.87505218,0.156362615,0.745220688,-0.007533588,28.16854737,20.03152408,1.259914803,0.128336882,79.62420275,5.013747782,2.29E-07,4.18E-05,230.9798627,78.0112178,932.1484899,207.148559,75.62615462,23.84141754,2.28E-05,8.22E-06,450.2,517.3,12.3,2.800358361
791,93.82783079,0,0.162295457,0.708251727,0,2.893345263,0,0,0,0,0,2.408276763,Solutionised + Artificially over aged,-0.009099818,0.025158312,-0.004409092,0.024597923,10.41787365,0.020723115,0.67997033,1.155324727,-0.002473448,-4.087953497,0.031039038,0.025764677,12.63212293,0.221372828,3.288336631,26.85553465,0.169446725,0.779744303,-0.008275967,28.12910401,19.50117348,1.260593352,0.131531279,79.6071462,5.005458182,2.84E-08,2.05E-08,231.0002444,76.43414514,932.3963377,209.6808063,75.54817368,24.15237215,2.28E-05,8.42E-06,434.369691,503.317261,13,2.79320692
792,93.38366174,0,0.124808221,0.710424484,0.12631119,2.902221336,0.077037874,0,0.200925007,0.058945374,0,2.415664771,Solutionised + Artificially over aged,-0.013917385,0.02114363,-0.007239782,0.026914501,4.844541409,0.021190435,0.766514635,1.247378927,-0.002751082,-3.797789864,0.032258883,0.027984712,12.61942062,0.53129422,3.291869554,26.96388521,0.180899271,0.885821123,-0.009659662,28.19564286,19.19552663,1.260660897,0.130239898,79.56822399,5.657062003,2.04E-06,0.000125917,230.3743957,79.08292753,935.5869871,245.0414905,75.73577481,25.32153644,2.27E-05,8.60E-06,375.5,448,5,2.799795745
793,93.50756387,0,0,0.980875738,0,2.73937676,0,0,0,0,0,2.77218363,Solutionised + Artificially over aged,-0.011873214,0.022535169,-0.006791989,0.024512504,15.55939504,0.02106482,0.678321669,1.155347995,-0.002544707,-4.235088364,0.0301383,0.024954112,12.65132901,0.152209166,3.282928099,26.81258342,0.110415699,0.705665068,-0.005495724,28.33214798,20.55954687,1.260601502,0.126195345,79.61888626,4.276738473,2.83E-08,1.74E-08,231.3759047,79.03170567,930.6699126,164.8029891,75.61222218,23.30369849,2.28E-05,7.95E-06,505,550,10.6,2.816893504
